X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-8763171.1707,4270226.0272,716,9089,9089,Athens Dr at Jones Franklin Rd,Athens Dr,Jones Franklin Rd, ,35.7787920004221,-78.7209059999537,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,9089,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,ba19fb3f-6d8b-49aa-ab81-b32081d5f299,No,,No,Available
-8762428.4488,4269255.3929,717,9090,9090,Athens Dr at Smithdale Dr,Athens Dr,Smithdale Dr, ,35.7714499995867,-78.7141899999552,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,1,9090,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,20278dfa-df1d-4f46-bf4e-973912c05ae4,No,,No,Available
-8762134.8253,4269062.0964,718,9091,9091,Athens Dr at Pauls Rd (Lake Johnson),Athens Dr,Pauls Rd (Lake Johnson), ,35.7706099996192,-78.7121999989372,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,9091,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,b9194e1e-956b-4d35-b641-6fa7e89db7dc,No,,No,Available
-8761458.5957,4268583.2952,719,9092,9092,Avent Ferry Rd at Lake Dam Rd,Avent Ferry Rd,Lake Dam Rd, ,35.7665599994085,-78.7046400002883,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,1,9092,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,c39b4d6b-8170-4145-a366-46484f255d96,No,,No,Available
-8761027.6587,4268579.3583,720,9093,9093,Avent Ferry Rd at Crab Orchard Dr,Avent Ferry Rd,Crab Orchard Dr, ,35.7665199991464,-78.7010500000363,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,No,,No,No,Yes,No,No,No,No,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,1,9093,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,77cd0b9f-cb44-44f0-9de4-28ca74c8f975,No,,No,Available
-8750870.8122,4278034.6859,721,9098,9098,New Hope Church Rd at Wal-Mart,New Hope Church Rd,Wal-Mart, ,35.8356799998446,-78.6104099995467,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,Shelter,Planned,2023,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,8,9098,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,2625a40d-d763-42e8-975c-13c6c6b44e2f,No,,No,Available
-8750167.2731,4277860.2999,722,9099,9099,New Hope Church Rd at Atlantic Ave,New Hope Church Rd,Atlantic Ave, ,35.8344099996041,-78.6040900002816,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,3,9099,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,888fc5da-4bdf-4c0e-8c00-021e8dc07c36,No,,No,Available
-8749391.3762,4277979.7608,723,9100,9100,New Hope Church Rd at Brinkley Dr,New Hope Church Rd,Brinkley Dr, ,35.8352799993942,-78.5971199998399,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,4,9100,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,25e1d92c-57de-4e6c-877e-e37f7e71f70e,No,,No,Available
-8749120.8698,4278031.9396,724,9101,9101,New Hope Church Rd at Huntleigh Dr,New Hope Church Rd,Huntleigh Dr, ,35.8356599997293,-78.5946899995042,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,9101,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,0d42e06e-dbf7-4b6d-99c5-9109f3e2314b,No,,No,Available
-8748910.7494,4278083.461,725,9102,9102,Green Rd at New Hope Church Rd,Green Rd,New Hope Church Rd, ,35.8360352102651,-78.592802455836,No,B,B,Municipal,Yes,No,No,No,No,No,Yes,Slim,0,No,,0,Yes,Pole Mounted,1,Yes,Yes,6' by 20',No,,,No,No,Yes,No,No,Yes,No,No,No,No,Green Road Sidewalk Project,Shelter,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,3,9102,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Compliant,9792de0e-abf1-4aa2-b854-9371a8277db2,No,,No,Available
-8748751.8209,4278465.352,726,9104,9104,Green Rd at Greenock Dr,Green Rd,Greenock Dr,Far,35.8388163224093,-78.5913747768297,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,Yes,No,,No,,,No,No,Yes,No,No,Yes,No,No,No,No,Green Road Sidewalk Project,ADA,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,8,9104,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,3ee596db-f183-4d3f-815d-27a49d39c7b2,No,,No,Available
-8748559.9523,4278935.5423,727,9105,9105,Green Rd at Kilcullen Dr,Green Rd,Kilcullen Dr,Far,35.8422403381933,-78.5896511918704,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,,,No,No,Yes,No,No,Yes,No,No,No,No,Green Road Sidewalk Project,ADA,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,9105,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Compliant,a79f0f79-f227-449e-b137-04f821fb3bb7,No,,No,Available
-8748196.9534,4279880.9246,728,9106,9106,Green Rd at Hallmark Pl,Green Rd,Hallmark Pl,Near,35.8491243457536,-78.5863903172705,No,B,B,Municipal,Yes,No,No,No,No,No,Yes,Red,0,No,,0,No,,0,Yes,Yes,6' by 20',No,,,No,No,Yes,No,No,Yes,No,No,No,No,Green Road Sidewalk Project,Shelter,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,9,9106,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,48b19ff5-e3f4-480a-b31a-5e7c5d6f1466,No,,No,Available
-8747388.7385,4279983.3304,729,9107,9107,New Hope Rd at Capital Blvd,New Hope Rd,Capital Blvd, ,35.849869999897,-78.5791299992953,No,B,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,21,9107,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,abf06073-d870-4806-982e-a001f8d57946,No,,No,Available
-8747126.0246,4280734.5924,730,9111,9111,Spring Forest Rd at Casa Del Ray Dr,Spring Forest Rd,Casa Del Ray Dr, ,35.855340000469,-78.5767700001781,No,B,B,NCDOT,Yes,No,No,No,No,No,No,,1,Yes,Improved,1,Yes,Pole Mounted,1,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,No,No,,,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,4,9111,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,1ad94096-0113-495d-ac9d-33ee4f804636,No,,Yes,Adopted
-8746972.4037,4280389.8569,731,9112,9112,Hollenden Dr at Hylton Dr,Hollenden Dr,Hylton Dr, ,35.8528299996087,-78.5753900001538,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,9112,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,fbc7be3c-e4e3-4a34-b68d-6cb561586786,No,,No,Available
-8747014.0372,4280163.9308,732,9113,9113,Hollenden Dr at Pebble Beach Dr,Hollenden Dr,Pebble Beach Dr, ,35.8511850006041,-78.5757640002476,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,3,9113,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,2b0e267f-66cf-47c3-87cd-0e06e7a402cc,No,,No,Available
-8747345.324,4280016.2914,733,9114,9114,New Hope Rd at Green Acres Rd,New Hope Rd,Green Acres Rd, ,35.8501099996749,-78.5787400002063,No,B,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,9114,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,3c0e2596-7ae4-4805-a9b0-6b71d7fb30d1,No,,No,Available
-8747837.356,4279972.3434,734,9115,9115,E Millbrook Rd at Signett Dr,E Millbrook Rd,Signett Dr, ,35.8497899997694,-78.583159998865,No,B,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,9115,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,5f070ffe-7f09-4920-ae5d-ab4613a55209,No,,No,Available
-8748294.2652,4279446.6126,735,9116,9116,Green Rd at Hallmark Pl,Green Rd,Hallmark Pl, ,35.8459618823298,-78.5872644840432,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,Yes,,No,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Green Road Sidewalk Project,Bench,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,3,9116,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Compliant,7698bdcd-3333-4cbf-914d-eee7128787ce,No,,No,Available
-8748610.8962,4278886.4867,736,9117,9117,Green Rd at Kilcullen Dr,Green Rd,Kilcullen Dr,Far,35.8418831128278,-78.5901088287104,No,B,B,Municipal,Yes,No,No,No,No,No,Yes,Red,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,15' by 20',No,,,No,No,Yes,No,No,Yes,No,No,No,No,Green Road Sidewalk Project,Shelter,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,3,9117,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,2020/10/16 00:00:00+00,2022/01/20 05:00:00+00,Compliant,c0ecdf9f-b87a-420f-8614-8b164640e3ea,No,,No,Available
-8748770.5477,4278477.4397,737,9118,9118,Green Rd at Brockton Dr,Green Rd,Brockton Dr,Near,35.8389043492059,-78.5915430025363,No,B,B,Municipal,Yes,No,No,No,No,No,Yes,Slim,0,No,,0,No,,0,Yes,Yes,6' by 20',No,,,No,No,Yes,No,No,Yes,No,No,No,No,Green Road Sidewalk Project,Shelter,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,5,9118,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Compliant,e487aa91-fcef-41c9-bccb-f3b04c48853e,No,,No,Available
-8748921.7613,4278115.0148,738,9119,9119,Green Rd at New Hope Church Rd,Green Rd,New Hope Church Rd, ,35.8362650037597,-78.5929013774167,No,B,B,Municipal,Yes,No,No,No,No,No,Yes,Slim,0,No,,0,No,,0,Yes,Yes,6' by 20',No,,,No,No,Yes,No,No,Yes,No,No,No,No,Green Road Sidewalk Project,Shelter,Complete,Fall 2020,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,9119,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,72b43add-7ddf-427d-ad4c-f115bb9a36de,No,,No,Available
-8749322.3581,4278008.5966,739,9120,9120,New Hope Church Rd at Bonneville Ct,New Hope Church Rd,Bonneville Ct, ,35.8354900003975,-78.5964999996988,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,9120,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,5f5694e7-2232-41a8-b14d-f93313754c60,No,,No,Available
-8749647.4111,4277950.9254,740,9121,9121,New Hope Church Rd at Brentwood Rd,New Hope Church Rd,Brentwood Rd, ,35.8350700001309,-78.5994200004793,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,14,9121,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,57e5781e-e87a-4856-b234-9c2bd7c321b5,No,,No,Available
-8750016.9917,4277893.2546,741,9122,9122,New Hope Church Rd at Atlantic Ave,New Hope Church Rd,Atlantic Ave, ,35.834650000162,-78.6027399994963,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,6,9122,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,ae4ae51f-f028-46be-955c-6efd3fbffc46,No,,No,Available
-8750867.4728,4278056.6561,742,9123,9123,New Hope Church Rd at Wal-Mart,New Hope Church Rd,Wal-Mart, ,35.8358400006751,-78.6103800012061,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,23,9123,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,3c2d8c63-9462-4fd4-b03c-b161b098ebf1,No,,No,Available
-8753182.9181,4269922.5126,743,9124,9124,E Martin St at Chavis Way,E Martin St,Chavis Way,Far,35.7765799994911,-78.6311800002314,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,6,9124,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,13d2210f-4f4e-4944-b737-01445b88df8a,Yes,,No,Available
-8752866.7708,4276093.2544,744,9128,9128,Six Forks Rd at Selby Dr,Six Forks Rd,Selby Dr, ,35.8215399997432,-78.6283400007152,No,E,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,3,9128,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,fdb4dd49-754a-4a6b-b6b0-7e55612b7511,No,,No,Available
-8754325.1466,4280770.0858,745,9131,9131,Six Forks at Millbrook,Six Forks,Millbrook,Near,35.8555984217552,-78.6414408134265,No,A,B,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,Six Forks Roadway,Enhanced,Design,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10,23,9131,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,,5c0d0154-6226-4033-9705-0b028cc8b35e,No,,No,Available
-8746988.5316,4272899.1598,753,9145,9145,New Bern Ave at Trawick Rd,New Bern Ave,Trawick Rd,Near,35.7982710161681,-78.5755348795445,No,B,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,6’ by 20’,No,Good,Street,No,No,Yes,No,No,Yes,Yes,No,No,Yes,,,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,142,39,9145,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,f0b21bbd-9588-4b70-9a3e-df1f32ba334c,No,,Yes,Available
-8748908.2497,4271364.6931,754,9146,9146,Milburnie Rd at N Peartree Ln,Milburnie Rd,N Peartree Ln, ,35.7870899992432,-78.5927800006488,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,No,,No,No,Yes,No,No,No,No,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,9146,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,d2d70192-5ae1-4356-8b80-32d7ae139dca,No,,No,Available
